,area_type,availability,total_sqft,price
2199,Super built-up  Area,Ready To Move,1268,73.0
2200,Built-up  Area,Ready To Move,1500,88.0
2201,Super built-up  Area,18-Jan,630,47.0
2202,Super built-up  Area,Ready To Move,1525,65.0
2203,Super built-up  Area,Ready To Move,1060,48.0
2204,Super built-up  Area,Ready To Move,1687,127.0
2205,Super built-up  Area,Ready To Move,1847,123.0
2206,Super built-up  Area,Ready To Move,1410,53.0
2207,Super built-up  Area,Ready To Move,1075,42.99
2208,Super built-up  Area,Ready To Move,3526,492.0
2209,Built-up  Area,Ready To Move,3000,338.0
2210,Built-up  Area,18-Apr,1500,143.0
2211,Built-up  Area,Ready To Move,1010,46.0
2212,Super built-up  Area,18-Jul,1875,110.0
2213,Plot  Area,Ready To Move,1200,137.0
2214,Super built-up  Area,20-Dec,983,50.6
2215,Super built-up  Area,Ready To Move,1101,65.0
2216,Super built-up  Area,Ready To Move,1140,76.0
2217,Super built-up  Area,Ready To Move,1215,110.0
2218,Super built-up  Area,Ready To Move,1007,42.0
2219,Super built-up  Area,Ready To Move,2039,168.0
2220,Built-up  Area,Ready To Move,1020,110.0
2221,Super built-up  Area,Ready To Move,1198,84.0
2222,Built-up  Area,Ready To Move,4000,520.0
2223,Plot  Area,Ready To Move,1470,34.5
2224,Built-up  Area,Ready To Move,1370,75.0
2225,Super built-up  Area,Ready To Move,1316,55.5
2226,Super built-up  Area,Ready To Move,1350,55.5
2227,Super built-up  Area,18-May,1050,43.0
2228,Carpet  Area,Ready To Move,1005.03 - 1252.49,47.405
2229,Super built-up  Area,Ready To Move,921,34.0
2230,Super built-up  Area,Ready To Move,1010,49.27
2231,Super built-up  Area,18-Jun,1015,43.0
2232,Plot  Area,Ready To Move,1200,66.5
2233,Built-up  Area,Ready To Move,1179,75.0
2234,Built-up  Area,Ready To Move,1850,86.0
2235,Super built-up  Area,Ready To Move,870,24.0
2236,Super built-up  Area,Ready To Move,1605,85.0
2237,Plot  Area,Ready To Move,2800,89.0
2238,Super built-up  Area,Ready To Move,2475,320.0
2239,Plot  Area,Ready To Move,3000,510.0
2240,Plot  Area,Ready To Move,2400,110.0
2241,Super built-up  Area,Ready To Move,1000,55.0
2242,Plot  Area,Ready To Move,1200,80.0
2243,Plot  Area,Ready To Move,1200,125.0
2244,Plot  Area,18-May,1200,66.0
2245,Built-up  Area,Ready To Move,1200,50.0
2246,Super built-up  Area,Ready To Move,1255,57.5
2247,Super built-up  Area,Ready To Move,1085,30.38
2248,Super built-up  Area,19-Jul,1592,125.0
2249,Super built-up  Area,18-Nov,1313,58.27
2250,Super built-up  Area,21-May,1934,150.0
2251,Super built-up  Area,Ready To Move,1200,49.5
2252,Super built-up  Area,Ready To Move,3600,120.0
2253,Super built-up  Area,19-Dec,935,45.0
2254,Built-up  Area,Ready To Move,877,30.0
2255,Super built-up  Area,Ready To Move,936,42.0
2256,Super built-up  Area,Ready To Move,1470,110.0
2257,Built-up  Area,Ready To Move,1050,70.0
2258,Super built-up  Area,19-Mar,1232,69.61
2259,Super built-up  Area,Ready To Move,2225,169.0
2260,Plot  Area,Ready To Move,1200,80.0
2261,Super built-up  Area,Ready To Move,1901,119.0
2262,Super built-up  Area,18-Dec,1819,100.0
2263,Super built-up  Area,Ready To Move,1464,56.0
2264,Plot  Area,Immediate Possession,2400,460.0
2265,Super built-up  Area,Ready To Move,3630 - 3800,200.5
2266,Built-up  Area,Ready To Move,5000,290.0
2267,Super built-up  Area,Ready To Move,1200,169.0
2268,Super built-up  Area,Ready To Move,1256,60.0
2269,Super built-up  Area,Ready To Move,1100,44.0
2270,Plot  Area,Ready To Move,4800,302.0
2271,Super built-up  Area,Ready To Move,1435,70.0
2272,Super built-up  Area,Ready To Move,3245,250.0
2273,Super built-up  Area,Ready To Move,1845,110.0
2274,Plot  Area,Ready To Move,2400,130.0
2275,Super built-up  Area,Ready To Move,1140,46.0
2276,Super built-up  Area,18-Feb,1200,60.0
2277,Super built-up  Area,18-Aug,2254,170.0
2278,Super built-up  Area,Ready To Move,1750,150.0
2279,Built-up  Area,Ready To Move,1020,37.0
2280,Built-up  Area,Ready To Move,515,25.0
2281,Super built-up  Area,Ready To Move,1893,140.0
2282,Super built-up  Area,Ready To Move,3025,500.0
2283,Built-up  Area,Ready To Move,830,34.0
2284,Built-up  Area,Ready To Move,600,36.5
2285,Super built-up  Area,Ready To Move,1075,90.0
2286,Plot  Area,Ready To Move,3200,1200.0
2287,Super built-up  Area,Ready To Move,1200,78.0
2288,Super built-up  Area,19-Oct,1233,77.65
2289,Super built-up  Area,Ready To Move,1255,65.26
2290,Super built-up  Area,Ready To Move,1200,37.8
2291,Super built-up  Area,Ready To Move,2145,175.0
2292,Built-up  Area,Ready To Move,1500,85.0
2293,Built-up  Area,Ready To Move,740,34.0
2294,Super built-up  Area,Ready To Move,1250,48.0
2295,Super built-up  Area,Ready To Move,1210,40.0
2296,Super built-up  Area,Ready To Move,1525,60.0
2297,Built-up  Area,Ready To Move,540,36.0
2298,Super built-up  Area,Ready To Move,1240,84.0
2299,Super built-up  Area,Ready To Move,1245,68.0
2300,Plot  Area,Ready To Move,1865,350.0
2301,Super built-up  Area,18-Mar,1004 - 1204,36.43
2302,Super built-up  Area,Ready To Move,1075,35.99
2303,Built-up  Area,18-May,2200,55.0
2304,Super built-up  Area,Ready To Move,1155,60.0
2305,Super built-up  Area,Ready To Move,1520,62.0
2306,Super built-up  Area,Ready To Move,3122,245.0
2307,Super built-up  Area,Ready To Move,1290,85.0
2308,Built-up  Area,Ready To Move,2300,80.0
2309,Built-up  Area,Ready To Move,3000,200.0
2310,Super built-up  Area,Ready To Move,361.33Sq. Yards,270.0
2311,Built-up  Area,Ready To Move,400,14.0
2312,Super built-up  Area,Ready To Move,1340,53.6
2313,Super built-up  Area,Ready To Move,900,95.0
2314,Plot  Area,Ready To Move,1800,324.0
2315,Super built-up  Area,Ready To Move,987,49.0
2316,Super built-up  Area,Ready To Move,1720,100.0
2317,Super built-up  Area,Ready To Move,1040,50.0
2318,Built-up  Area,Ready To Move,900,64.0
2319,Built-up  Area,Ready To Move,1030,50.0
2320,Super built-up  Area,Ready To Move,2556,133.0
2321,Super built-up  Area,Ready To Move,1850,168.0
2322,Plot  Area,Ready To Move,750,110.0
2323,Super built-up  Area,18-Apr,1028,31.86
2324,Super built-up  Area,Ready To Move,1270,83.0
2325,Built-up  Area,18-Mar,1655,115.0
2326,Built-up  Area,Ready To Move,940,40.0
2327,Super built-up  Area,Ready To Move,1050,85.0
2328,Plot  Area,Ready To Move,600,40.0
2329,Super built-up  Area,18-Apr,946,38.0
2330,Built-up  Area,Ready To Move,1726,145.0
2331,Super built-up  Area,Ready To Move,2121,253.0
2332,Super built-up  Area,Ready To Move,1404,75.0
2333,Super built-up  Area,Ready To Move,1525,48.0
2334,Super built-up  Area,Ready To Move,1025,57.0
2335,Plot  Area,Ready To Move,1575,150.0
2336,Built-up  Area,Ready To Move,860,43.0
2337,Super built-up  Area,Ready To Move,1223,42.81
2338,Super built-up  Area,Ready To Move,3750,550.0
2339,Super built-up  Area,Ready To Move,1197,47.8
2340,Super built-up  Area,Ready To Move,1150,52.75
2341,Built-up  Area,Ready To Move,4800,629.0
2342,Super built-up  Area,Ready To Move,1040,46.0
2343,Super built-up  Area,18-May,1310,80.0
2344,Super built-up  Area,Ready To Move,1788,98.34
2345,Super built-up  Area,Ready To Move,1144,38.55
2346,Super built-up  Area,18-Jul,1070,39.0
2347,Super built-up  Area,Ready To Move,1200,70.0
2348,Super built-up  Area,Ready To Move,1862,120.0
2349,Plot  Area,Ready To Move,1200,58.5
2350,Super built-up  Area,Ready To Move,970,27.0
2351,Super built-up  Area,19-Mar,1646,79.5
2352,Super built-up  Area,Ready To Move,4395,242.0
2353,Plot  Area,Ready To Move,1200,100.0
2354,Super built-up  Area,18-Dec,1995,135.0
2355,Plot  Area,Ready To Move,2400,450.0
2356,Super built-up  Area,18-Dec,1085,47.74
2357,Super built-up  Area,Ready To Move,1139,56.8
2358,Super built-up  Area,Ready To Move,1092,44.0
2359,Super built-up  Area,Ready To Move,1767,98.0
2360,Built-up  Area,Ready To Move,1700,80.0
2361,Super built-up  Area,Ready To Move,1692,88.0
2362,Built-up  Area,Ready To Move,1645,100.0
2363,Super built-up  Area,Ready To Move,1345,57.0
2364,Super built-up  Area,Ready To Move,1100,60.0
2365,Super built-up  Area,Ready To Move,1408,62.0
2366,Plot  Area,Ready To Move,2400,240.0
2367,Plot  Area,Ready To Move,1920,200.0
2368,Plot  Area,Ready To Move,6040,170.0
2369,Super built-up  Area,Ready To Move,2072,150.0
2370,Super built-up  Area,Ready To Move,1420,158.0
2371,Plot  Area,Ready To Move,2040,137.0
2372,Super built-up  Area,Ready To Move,1220,56.0
2373,Plot  Area,Ready To Move,1200,145.0
2374,Super built-up  Area,Ready To Move,1300,79.0
2375,Super built-up  Area,21-Aug,1150,39.0
2376,Super built-up  Area,Ready To Move,1470,86.0
2377,Super built-up  Area,18-May,1063,31.9
2378,Super built-up  Area,Ready To Move,1311,48.0
2379,Super built-up  Area,Ready To Move,3500,350.0
2380,Plot  Area,Ready To Move,600,100.0
2381,Super built-up  Area,Ready To Move,1400,55.0
2382,Built-up  Area,16-Mar,2200,62.0
2383,Super built-up  Area,Ready To Move,1430,56.0
2384,Built-up  Area,Ready To Move,1060,55.0
2385,Built-up  Area,Ready To Move,1000,110.0
2386,Super built-up  Area,Ready To Move,1760,145.0
2387,Super built-up  Area,Ready To Move,2010,92.0
2388,Super built-up  Area,Ready To Move,1480,64.23
2389,Super built-up  Area,18-Jun,1230,43.5
2390,Super built-up  Area,Ready To Move,1300,65.0
2391,Plot  Area,Ready To Move,800,120.0
2392,Super built-up  Area,Ready To Move,4850,385.0
2393,Super built-up  Area,Ready To Move,1100,52.0
2394,Super built-up  Area,Ready To Move,1752.12,116.0
2395,Super built-up  Area,Ready To Move,957,46.9
2396,Super built-up  Area,20-Jan,645 - 936,41.9
2397,Built-up  Area,Ready To Move,1942,102.0
2398,Built-up  Area,Ready To Move,1000,53.0
2399,Super built-up  Area,Ready To Move,668,36.85
2400,Plot  Area,Ready To Move,3000,1000.0
2401,Plot  Area,Ready To Move,600,80.0
2402,Super built-up  Area,Ready To Move,1089,43.55
2403,Super built-up  Area,Ready To Move,1800,90.0
2404,Super built-up  Area,Ready To Move,960,18.0
2405,Super built-up  Area,Ready To Move,1036,39.35
2406,Super built-up  Area,Ready To Move,1583,105.0
2407,Built-up  Area,Ready To Move,3300,150.0
2408,Super built-up  Area,Ready To Move,1100,65.0
2409,Plot  Area,Ready To Move,800,100.0
2410,Super built-up  Area,Ready To Move,1246,65.0
2411,Super built-up  Area,Ready To Move,850,28.0
2412,Super built-up  Area,Ready To Move,1196,51.51
2413,Super built-up  Area,Ready To Move,1697,114.0
2414,Built-up  Area,Ready To Move,1000,64.0
2415,Super built-up  Area,Ready To Move,1567,90.0
2416,Plot  Area,19-Jan,1200,36.0
2417,Plot  Area,Ready To Move,3750,290.0
2418,Super built-up  Area,Ready To Move,950,45.0
2419,Super built-up  Area,Ready To Move,1022,52.0
2420,Super built-up  Area,Ready To Move,1018,23.45
2421,Plot  Area,Ready To Move,2000,25.0
2422,Super built-up  Area,Ready To Move,1322,68.0
2423,Plot  Area,Ready To Move,1800,145.0
2424,Super built-up  Area,Ready To Move,1460,58.39
2425,Super built-up  Area,18-May,990,44.55
2426,Built-up  Area,Ready To Move,2400,260.0
2427,Super built-up  Area,Ready To Move,1635,85.0
2428,Super built-up  Area,Ready To Move,3526,558.0
2429,Built-up  Area,Ready To Move,3400,210.0
2430,Built-up  Area,Ready To Move,2770,460.0
2431,Super built-up  Area,Ready To Move,2710 - 3360,200.0
2432,Super built-up  Area,Ready To Move,1533,85.0
2433,Super built-up  Area,Ready To Move,1720,134.0
2434,Super built-up  Area,Ready To Move,2000,200.0
2435,Super built-up  Area,18-Aug,1185,75.84
2436,Super built-up  Area,19-Dec,900,27.0
2437,Built-up  Area,Ready To Move,395,10.25
2438,Super built-up  Area,Ready To Move,1031,56.35
2439,Plot  Area,Ready To Move,2400,650.0
2440,Super built-up  Area,Ready To Move,2650,240.0
2441,Plot  Area,Ready To Move,2400,415.0
2442,Super built-up  Area,Ready To Move,1330,46.55
2443,Super built-up  Area,Ready To Move,1259,57.0
2444,Built-up  Area,Ready To Move,1570,88.0
2445,Built-up  Area,Ready To Move,1075,36.0
2446,Super built-up  Area,18-May,1216,79.0
2447,Super built-up  Area,Ready To Move,1428,66.0
2448,Super built-up  Area,Ready To Move,1160,40.59
2449,Plot  Area,18-Feb,600,110.0
2450,Super built-up  Area,Ready To Move,1475,70.0
2451,Super built-up  Area,Ready To Move,1754,135.0
2452,Super built-up  Area,18-Feb,1639,83.0
2453,Super built-up  Area,19-Mar,1804,102.0
2454,Plot  Area,18-Aug,1200,56.2
2455,Built-up  Area,Ready To Move,1135,55.0
2456,Super built-up  Area,Ready To Move,1260,46.62
2457,Plot  Area,Ready To Move,1440,110.0
2458,Built-up  Area,Ready To Move,2160,160.0
2459,Plot  Area,Ready To Move,700,85.0
2460,Super built-up  Area,Ready To Move,1220,59.5
2461,Plot  Area,Ready To Move,1200,67.0
2462,Super built-up  Area,Ready To Move,1300,65.0
2463,Super built-up  Area,Ready To Move,605,29.0
2464,Plot  Area,Ready To Move,1230,210.0
2465,Super built-up  Area,18-Apr,1444,75.97
2466,Built-up  Area,Ready To Move,924,45.0
2467,Super built-up  Area,18-Nov,1000,30.0
2468,Plot  Area,Ready To Move,600,95.0
2469,Plot  Area,Ready To Move,1200,225.0
2470,Super built-up  Area,Ready To Move,845,29.0
2471,Super built-up  Area,21-Dec,700,35.0
2472,Super built-up  Area,Ready To Move,1187,58.0
2473,Super built-up  Area,Ready To Move,1625,55.0
2474,Plot  Area,Ready To Move,1200,83.0
2475,Super built-up  Area,Ready To Move,1452.55,110.0
2476,Built-up  Area,Ready To Move,2357,151.0
2477,Super built-up  Area,Ready To Move,1200,49.5
2478,Super built-up  Area,Ready To Move,1139,56.85
2479,Built-up  Area,Ready To Move,600,97.5
2480,Super built-up  Area,Ready To Move,1660,75.0
2481,Super built-up  Area,Ready To Move,1170,105.0
2482,Super built-up  Area,Ready To Move,1448,68.0
2483,Super built-up  Area,18-May,1762,110.0
2484,Super built-up  Area,Ready To Move,1105,38.65
2485,Super built-up  Area,18-Mar,1825,105.0
2486,Super built-up  Area,19-Dec,296,22.89
2487,Plot  Area,Ready To Move,1200,85.0
2488,Super built-up  Area,Ready To Move,1185,43.0
2489,Built-up  Area,18-Aug,1320,38.12
2490,Super built-up  Area,Ready To Move,1058,48.0
2491,Super built-up  Area,Ready To Move,1220,60.0
2492,Super built-up  Area,18-Aug,925,25.0
2493,Super built-up  Area,18-May,1200,72.0
2494,Super built-up  Area,Ready To Move,1160,40.6
2495,Plot  Area,Ready To Move,600,72.0
2496,Super built-up  Area,18-Jul,1411,91.72
2497,Super built-up  Area,Ready To Move,1550,78.0
2498,Super built-up  Area,Ready To Move,3250,230.0
2499,Super built-up  Area,Ready To Move,2475,130.0
2500,Super built-up  Area,22-May,2249.81 - 4112.19,260.5
2501,Super built-up  Area,19-Dec,2503,188.0
2502,Super built-up  Area,Ready To Move,2524,190.0
2503,Super built-up  Area,Ready To Move,1063,42.0
2504,Super built-up  Area,Ready To Move,1077,37.7
2505,Super built-up  Area,Ready To Move,1200,44.0
2506,Built-up  Area,Ready To Move,1500,70.0
2507,Super built-up  Area,Ready To Move,1045,76.77
2508,Super built-up  Area,Ready To Move,1290,45.15
2509,Super built-up  Area,Ready To Move,1400,78.0
2510,Built-up  Area,Ready To Move,1600,58.14
2511,Super built-up  Area,Ready To Move,3095,375.0
2512,Super built-up  Area,Ready To Move,1545,58.0
2513,Super built-up  Area,Ready To Move,1680,112.0
2514,Built-up  Area,Ready To Move,1350,67.5
2515,Super built-up  Area,Ready To Move,950,38.0
2516,Super built-up  Area,Ready To Move,1050,45.0
2517,Super built-up  Area,Ready To Move,1305,49.0
2518,Plot  Area,Ready To Move,800,120.0
2519,Built-up  Area,18-Feb,2700,125.0
2520,Plot  Area,Ready To Move,1100,78.0
2521,Built-up  Area,Ready To Move,3500,160.0
2522,Super built-up  Area,19-Oct,1634,83.33
2523,Super built-up  Area,Ready To Move,1352,85.0
2524,Super built-up  Area,17-Sep,1145,65.0
2525,Super built-up  Area,18-May,1240,43.79
2526,Super built-up  Area,Ready To Move,2200,190.0
2527,Super built-up  Area,18-Mar,1020,39.0
2528,Super built-up  Area,Ready To Move,3600,365.0
2529,Super built-up  Area,18-Aug,1168,61.0
2530,Super built-up  Area,18-Jul,1205,75.0
2531,Super built-up  Area,Ready To Move,1195,100.0
2532,Built-up  Area,Ready To Move,1028,49.0
2533,Super built-up  Area,Ready To Move,1175,48.27
2534,Super built-up  Area,Ready To Move,1550,90.0
2535,Super built-up  Area,Ready To Move,1826,165.0
2536,Plot  Area,Ready To Move,2400,160.0
2537,Super built-up  Area,Ready To Move,1603,96.0
2538,Built-up  Area,Ready To Move,1350,72.0
2539,Built-up  Area,Ready To Move,714,28.0
2540,Super built-up  Area,18-Nov,1215,65.0
2541,Built-up  Area,Ready To Move,1405,77.0
2542,Super built-up  Area,Ready To Move,1142,51.0
2543,Built-up  Area,Ready To Move,4000,170.0
2544,Super built-up  Area,Ready To Move,1870,90.0
2545,Super built-up  Area,Ready To Move,1313,73.0
2546,Built-up  Area,Ready To Move,1945,120.0
2547,Super built-up  Area,17-Jul,1573,95.0
2548,Super built-up  Area,Ready To Move,1255,92.0
2549,Super built-up  Area,Ready To Move,1400,91.15
2550,Super built-up  Area,18-May,1235,43.63
2551,Super built-up  Area,Ready To Move,1380,52.0
2552,Plot  Area,Ready To Move,1500,250.0
2553,Super built-up  Area,Ready To Move,1238,67.0
2554,Super built-up  Area,18-Oct,1465,74.72
2555,Super built-up  Area,Ready To Move,1418,103.0
2556,Super built-up  Area,Ready To Move,1650,165.0
2557,Built-up  Area,Ready To Move,351,16.0
2558,Super built-up  Area,Ready To Move,1279,48.0
2559,Built-up  Area,Ready To Move,1870,200.0
2560,Plot  Area,Ready To Move,1500,230.0
2561,Super built-up  Area,19-Oct,2526,250.0
2562,Plot  Area,Ready To Move,1550,150.0
2563,Super built-up  Area,Ready To Move,3436 - 3643,424.5
2564,Super built-up  Area,18-Aug,1845,68.27
2565,Super built-up  Area,Ready To Move,1360,59.27
2566,Built-up  Area,Ready To Move,1150,75.0
2567,Super built-up  Area,Ready To Move,1260,49.5
2568,Plot  Area,Ready To Move,1200,74.0
2569,Built-up  Area,Ready To Move,965,42.5
2570,Built-up  Area,Ready To Move,1350,48.0
2571,Super built-up  Area,18-Jul,1447,75.97
2572,Super built-up  Area,Ready To Move,1229,86.03
2573,Super built-up  Area,Ready To Move,1027,43.0
2574,Super built-up  Area,Ready To Move,1153,48.5
2575,Super built-up  Area,18-Dec,2830 - 2882,145.5
2576,Super built-up  Area,Ready To Move,1065,50.0
2577,Built-up  Area,Ready To Move,1030,61.0
2578,Super built-up  Area,Ready To Move,1340,61.0
2579,Super built-up  Area,Ready To Move,4000,212.0
2580,Built-up  Area,Ready To Move,600,32.0
2581,Super built-up  Area,Ready To Move,1410,44.42
2582,Super built-up  Area,20-Dec,1055,45.35
2583,Super built-up  Area,18-May,1304,79.0
2584,Super built-up  Area,18-Feb,2720,485.0
2585,Built-up  Area,Ready To Move,990,31.5
2586,Super built-up  Area,Ready To Move,1035,39.33
2587,Super built-up  Area,21-Jun,596 - 804,30.09
2588,Super built-up  Area,Ready To Move,1120,43.0
2589,Super built-up  Area,Ready To Move,1300,73.0
2590,Super built-up  Area,21-Jan,1239,82.0
2591,Super built-up  Area,19-Dec,1403,51.63
2592,Super built-up  Area,Ready To Move,1365,92.0
